ticker,volume,open,close,high,low,window_start,transactions
O:SPXW220715P03400000,30,31.85,31.49,31.85,31.49,1655697600000000000,2
O:SPXW220715P03500000,30,49.35,48.84,49.35,48.84,1655697600000000000,2
O:SPXW220715P03950000,1,284.36,284.36,284.36,284.36,1655697600000000000,1
O:SPXW220715P04025000,1,349.92,349.92,349.92,349.92,1655697600000000000,1
O:SPXW220715P04300000,1,610,610,610,610,1655697600000000000,1
O:SPXW220722C04240000,1,3.6,3.6,3.6,3.6,1655697600000000000,1
O:SPXW220729C03835000,1,72,72,72,72,1655697600000000000,1
O:SPXW220729C04160000,1,8.8,8.8,8.8,8.8,1655697600000000000,1
O:SPXW220729C04210000,1,6.15,6.15,6.15,6.15,1655697600000000000,1
O:SPXW220729P02200000,3,1.65,1.65,1.65,1.65,1655697600000000000,2
O:SPXW220729P02500000,10,3.8,3.8,3.8,3.8,1655697600000000000,1
O:SPXW220729P03150000,2,19.51,19.51,19.51,19.51,1655697600000000000,1
O:SPXW220729P03350000,4,38.07,38.07,38.07,38.07,1655697600000000000,1
O:SPXW220729P03375000,1,41.65,41.65,41.65,41.65,1655697600000000000,1
O:SPXW220729P03425000,1,50,50,50,50,1655697600000000000,1
O:SPXW220729P03550000,2,78.58,78.58,78.58,78.58,1655697600000000000,1
O:SPXW220805P03300000,1,38.56,38.56,38.56,38.56,1655697600000000000,1
O:SPXW220805P03350000,1,45.41,45.41,45.41,45.41,1655697600000000000,1
O:SPXW220831C04045000,4,41.7,41.7,41.7,41.7,1655697600000000000,1
O:SPXW220831P03475000,10,95.6,95.6,95.6,95.6,1655697600000000000,1
O:SPXW220916C04225000,25,21.47,21.47,21.47,21.47,1655697600000000000,1
O:SPXW220916P03000000,1,35,35,35,35,1655697600000000000,1
O:SPXW220916P03175000,25,55.43,55.43,55.43,55.43,1655697600000000000,1
O:SPXW220916P03500000,85,120,118.5,120,117,1655697600000000000,16
O:SPXW220930C04500000,2,6.9,6.6,6.9,6.6,1655697600000000000,2
O:SPXW221021C03800000,25,171.01,171.01,171.01,171.01,1655697600000000000,1
O:SPXW221021P03675000,1,215.17,215.17,215.17,215.17,1655697600000000000,1
O:SPXW221021P03750000,1,248.63,248.63,248.63,248.63,1655697600000000000,1
O:SPXW221021P03800000,25,271.69,271.69,271.69,271.69,1655697600000000000,1
O:SPXW230630C04400000,12,101.3,101.3,101.3,101.3,1655697600000000000,1
